entire,homeapt,private,room,shared,id
1.0,1.0,0.0,0.0,0.0,63468
0.0,0.0,1.0,1.0,0.0,64245
1.0,1.0,0.0,0.0,0.0,64590
0.0,0.0,1.0,1.0,0.0,68142
1.0,1.0,0.0,0.0,0.0,68448
1.0,1.0,0.0,0.0,0.0,72079
1.0,1.0,0.0,0.0,0.0,73302
1.0,1.0,0.0,0.0,0.0,74614
1.0,1.0,0.0,0.0,0.0,80843
1.0,1.0,0.0,0.0,0.0,81049
1.0,1.0,0.0,0.0,0.0,81081
1.0,1.0,0.0,0.0,0.0,82893
1.0,1.0,0.0,0.0,0.0,83183
1.0,1.0,0.0,0.0,0.0,83568
1.0,1.0,0.0,0.0,0.0,83614
1.0,1.0,0.0,0.0,0.0,85560
0.0,0.0,1.0,1.0,0.0,86514
0.0,0.0,1.0,1.0,0.0,87549
1.0,1.0,0.0,0.0,0.0,89102
1.0,1.0,0.0,0.0,0.0,91290
1.0,1.0,0.0,0.0,0.0,102882
1.0,1.0,0.0,0.0,0.0,106290
1.0,1.0,0.0,0.0,0.0,106331
1.0,1.0,0.0,0.0,0.0,107968
1.0,1.0,0.0,0.0,0.0,109658
1.0,1.0,0.0,0.0,0.0,111579
1.0,1.0,0.0,0.0,0.0,114763
1.0,1.0,0.0,0.0,0.0,115576
1.0,1.0,0.0,0.0,0.0,116832
1.0,1.0,0.0,0.0,0.0,117649
1.0,1.0,0.0,0.0,0.0,121888
1.0,1.0,0.0,0.0,0.0,125349
1.0,1.0,0.0,0.0,0.0,127708
1.0,1.0,0.0,0.0,0.0,128827
1.0,1.0,0.0,0.0,0.0,135097
1.0,1.0,0.0,0.0,0.0,138955
0.0,0.0,1.0,1.0,0.0,139769
1.0,1.0,0.0,0.0,0.0,143605
0.0,0.0,1.0,1.0,0.0,145249
1.0,1.0,0.0,0.0,0.0,147946
0.0,0.0,1.0,1.0,0.0,149849
1.0,1.0,0.0,0.0,0.0,151249
0.0,0.0,1.0,1.0,0.0,153015
1.0,1.0,0.0,0.0,0.0,155048
1.0,1.0,0.0,0.0,0.0,156010
1.0,1.0,0.0,0.0,0.0,157546
0.0,0.0,1.0,1.0,0.0,157839
1.0,1.0,0.0,0.0,0.0,158890
1.0,1.0,0.0,0.0,0.0,159454
1.0,1.0,0.0,0.0,0.0,160517
1.0,1.0,0.0,0.0,0.0,161425
1.0,1.0,0.0,0.0,0.0,163287
1.0,1.0,0.0,0.0,0.0,163411
0.0,0.0,1.0,1.0,0.0,167189
1.0,1.0,0.0,0.0,0.0,168615
1.0,1.0,0.0,0.0,0.0,169603
0.0,0.0,1.0,1.0,0.0,169907
0.0,0.0,1.0,1.0,0.0,170582
0.0,0.0,1.0,1.0,0.0,170652
0.0,0.0,1.0,1.0,0.0,170974
1.0,1.0,0.0,0.0,0.0,171746
1.0,1.0,0.0,0.0,0.0,173153
0.0,0.0,1.0,1.0,0.0,174391
1.0,1.0,0.0,0.0,0.0,174547
1.0,1.0,0.0,0.0,0.0,174560
1.0,1.0,0.0,0.0,0.0,174576
1.0,1.0,0.0,0.0,0.0,174579
1.0,1.0,0.0,0.0,0.0,175667
1.0,1.0,0.0,0.0,0.0,176342
1.0,1.0,0.0,0.0,0.0,176355
0.0,0.0,1.0,1.0,0.0,176396
1.0,1.0,0.0,0.0,0.0,176852
1.0,1.0,0.0,0.0,0.0,177486
1.0,1.0,0.0,0.0,0.0,178347
1.0,1.0,0.0,0.0,0.0,179102
1.0,1.0,0.0,0.0,0.0,180440
0.0,0.0,1.0,1.0,0.0,181160
1.0,1.0,0.0,0.0,0.0,183206
0.0,0.0,1.0,1.0,0.0,183918
1.0,1.0,0.0,0.0,0.0,183988
1.0,1.0,0.0,0.0,0.0,183996
0.0,0.0,1.0,1.0,0.0,185960
1.0,1.0,0.0,0.0,0.0,186851
1.0,1.0,0.0,0.0,0.0,186908
1.0,1.0,0.0,0.0,0.0,186999
0.0,0.0,1.0,1.0,0.0,187206
1.0,1.0,0.0,0.0,0.0,187326
1.0,1.0,0.0,0.0,0.0,188565
1.0,1.0,0.0,0.0,0.0,188922
1.0,1.0,0.0,0.0,0.0,189288
1.0,1.0,0.0,0.0,0.0,189596
1.0,1.0,0.0,0.0,0.0,190448
0.0,0.0,1.0,1.0,0.0,191023
1.0,1.0,0.0,0.0,0.0,192050
1.0,1.0,0.0,0.0,0.0,192052
1.0,1.0,0.0,0.0,0.0,192103
0.0,0.0,1.0,1.0,0.0,192499
0.0,0.0,1.0,1.0,0.0,193625
1.0,1.0,0.0,0.0,0.0,194374
0.0,0.0,1.0,1.0,0.0,194465
1.0,1.0,0.0,0.0,0.0,194546
0.0,0.0,1.0,1.0,0.0,194694
0.0,0.0,1.0,1.0,0.0,195467
1.0,1.0,0.0,0.0,0.0,196149
1.0,1.0,0.0,0.0,0.0,196285
1.0,1.0,0.0,0.0,0.0,197291
0.0,0.0,1.0,1.0,0.0,198584
0.0,0.0,1.0,1.0,0.0,198896
1.0,1.0,0.0,0.0,0.0,200125
1.0,1.0,0.0,0.0,0.0,201224
1.0,1.0,0.0,0.0,0.0,203634
0.0,0.0,1.0,1.0,0.0,204609
1.0,1.0,0.0,0.0,0.0,204617
1.0,1.0,0.0,0.0,0.0,205296
0.0,0.0,1.0,1.0,0.0,206021
1.0,1.0,0.0,0.0,0.0,206454
1.0,1.0,0.0,0.0,0.0,207740
1.0,1.0,0.0,0.0,0.0,208495
0.0,0.0,1.0,1.0,0.0,209649
1.0,1.0,0.0,0.0,0.0,210734
0.0,0.0,1.0,1.0,0.0,212348
0.0,0.0,1.0,1.0,0.0,214491
0.0,0.0,1.0,1.0,0.0,214518
0.0,0.0,1.0,1.0,0.0,214784
0.0,0.0,1.0,1.0,0.0,214855
1.0,1.0,0.0,0.0,0.0,220445
0.0,0.0,1.0,1.0,0.0,220808
1.0,1.0,0.0,0.0,0.0,221015
1.0,1.0,0.0,0.0,0.0,222784
1.0,1.0,0.0,0.0,0.0,223622
1.0,1.0,0.0,0.0,0.0,226925
1.0,1.0,0.0,0.0,0.0,227072
0.0,0.0,1.0,1.0,0.0,228964
1.0,1.0,0.0,0.0,0.0,229075
0.0,0.0,1.0,1.0,0.0,229099
1.0,1.0,0.0,0.0,0.0,229348
1.0,1.0,0.0,0.0,0.0,229363
0.0,0.0,1.0,1.0,0.0,229776
1.0,1.0,0.0,0.0,0.0,230611
0.0,0.0,1.0,1.0,0.0,230824
1.0,1.0,0.0,0.0,0.0,231220
1.0,1.0,0.0,0.0,0.0,231598
1.0,1.0,0.0,0.0,0.0,231853
1.0,1.0,0.0,0.0,0.0,233083
0.0,0.0,1.0,1.0,0.0,233453
1.0,1.0,0.0,0.0,0.0,233770
1.0,1.0,0.0,0.0,0.0,235766
1.0,1.0,0.0,0.0,0.0,236509
0.0,0.0,1.0,1.0,0.0,236552
0.0,0.0,1.0,1.0,0.0,237038
1.0,1.0,0.0,0.0,0.0,237359
1.0,1.0,0.0,0.0,0.0,237670
1.0,1.0,0.0,0.0,0.0,238275
1.0,1.0,0.0,0.0,0.0,238396
0.0,0.0,1.0,1.0,0.0,238569
0.0,0.0,1.0,1.0,0.0,239139
0.0,0.0,1.0,1.0,0.0,239314
0.0,0.0,1.0,1.0,0.0,240169
0.0,0.0,1.0,1.0,0.0,240735
1.0,1.0,0.0,0.0,0.0,242366
1.0,1.0,0.0,0.0,0.0,242794
1.0,1.0,0.0,0.0,0.0,242908
1.0,1.0,0.0,0.0,0.0,242927
1.0,1.0,0.0,0.0,0.0,242978
1.0,1.0,0.0,0.0,0.0,243057
1.0,1.0,0.0,0.0,0.0,243063
1.0,1.0,0.0,0.0,0.0,243081
1.0,1.0,0.0,0.0,0.0,243238
1.0,1.0,0.0,0.0,0.0,244425
0.0,0.0,1.0,1.0,0.0,244924
1.0,1.0,0.0,0.0,0.0,245744
1.0,1.0,0.0,0.0,0.0,245809
1.0,1.0,0.0,0.0,0.0,245827
1.0,1.0,0.0,0.0,0.0,245991
1.0,1.0,0.0,0.0,0.0,246007
1.0,1.0,0.0,0.0,0.0,248192
0.0,0.0,1.0,1.0,0.0,248375
0.0,0.0,1.0,1.0,0.0,249220
1.0,1.0,0.0,0.0,0.0,249419
1.0,1.0,0.0,0.0,0.0,250007
1.0,1.0,0.0,0.0,0.0,250023
1.0,1.0,0.0,0.0,0.0,250067
0.0,0.0,1.0,1.0,0.0,250121
0.0,0.0,1.0,1.0,0.0,250138
0.0,0.0,1.0,1.0,0.0,250171
1.0,1.0,0.0,0.0,0.0,250253
0.0,0.0,1.0,1.0,0.0,250376
0.0,0.0,1.0,1.0,0.0,250684
1.0,1.0,0.0,0.0,0.0,250687
1.0,1.0,0.0,0.0,0.0,250704
1.0,1.0,0.0,0.0,0.0,250707
1.0,1.0,0.0,0.0,0.0,250729
1.0,1.0,0.0,0.0,0.0,250753
0.0,0.0,1.0,1.0,0.0,251398
1.0,1.0,0.0,0.0,0.0,251548
1.0,1.0,0.0,0.0,0.0,252664
1.0,1.0,0.0,0.0,0.0,252699
0.0,0.0,1.0,1.0,0.0,252933
0.0,0.0,1.0,1.0,0.0,252967
0.0,0.0,1.0,1.0,0.0,252993
0.0,0.0,1.0,1.0,0.0,253005
0.0,0.0,1.0,1.0,0.0,253128
1.0,1.0,0.0,0.0,0.0,254576
1.0,1.0,0.0,0.0,0.0,254762
1.0,1.0,0.0,0.0,0.0,254788
1.0,1.0,0.0,0.0,0.0,255557
1.0,1.0,0.0,0.0,0.0,255722
1.0,1.0,0.0,0.0,0.0,255778
1.0,1.0,0.0,0.0,0.0,255829
0.0,0.0,1.0,1.0,0.0,256058
1.0,1.0,0.0,0.0,0.0,257317
1.0,1.0,0.0,0.0,0.0,257373
0.0,0.0,1.0,1.0,0.0,257658
1.0,1.0,0.0,0.0,0.0,257766
1.0,1.0,0.0,0.0,0.0,260095
1.0,1.0,0.0,0.0,0.0,260104
1.0,1.0,0.0,0.0,0.0,260365
1.0,1.0,0.0,0.0,0.0,261205
1.0,1.0,0.0,0.0,0.0,261452
0.0,0.0,1.0,1.0,0.0,261834
0.0,0.0,1.0,1.0,0.0,261937
0.0,0.0,1.0,1.0,0.0,263817
1.0,1.0,0.0,0.0,0.0,264459
1.0,1.0,0.0,0.0,0.0,265286
0.0,0.0,1.0,1.0,0.0,265354
0.0,0.0,1.0,1.0,0.0,265389
0.0,0.0,1.0,1.0,0.0,265394
0.0,0.0,1.0,1.0,0.0,265400
0.0,0.0,0.0,1.0,1.0,265402
0.0,0.0,0.0,1.0,1.0,265408
0.0,0.0,0.0,1.0,1.0,265416
0.0,0.0,0.0,1.0,1.0,265433
0.0,0.0,0.0,1.0,1.0,265444
1.0,1.0,0.0,0.0,0.0,265955
1.0,1.0,0.0,0.0,0.0,266086
1.0,1.0,0.0,0.0,0.0,266181
1.0,1.0,0.0,0.0,0.0,267399
1.0,1.0,0.0,0.0,0.0,267764
1.0,1.0,0.0,0.0,0.0,267951
1.0,1.0,0.0,0.0,0.0,268910
1.0,1.0,0.0,0.0,0.0,268967
1.0,1.0,0.0,0.0,0.0,268974
1.0,1.0,0.0,0.0,0.0,269455
1.0,1.0,0.0,0.0,0.0,270477
1.0,1.0,0.0,0.0,0.0,271340
0.0,0.0,1.0,1.0,0.0,271739
1.0,1.0,0.0,0.0,0.0,273011
1.0,1.0,0.0,0.0,0.0,273076
1.0,1.0,0.0,0.0,0.0,273106
1.0,1.0,0.0,0.0,0.0,274072
1.0,1.0,0.0,0.0,0.0,274623
1.0,1.0,0.0,0.0,0.0,274686
0.0,0.0,1.0,1.0,0.0,274798
1.0,1.0,0.0,0.0,0.0,275472
1.0,1.0,0.0,0.0,0.0,276044
1.0,1.0,0.0,0.0,0.0,277653
1.0,1.0,0.0,0.0,0.0,278860
0.0,0.0,1.0,1.0,0.0,279315
0.0,0.0,1.0,1.0,0.0,279344
1.0,1.0,0.0,0.0,0.0,279504
1.0,1.0,0.0,0.0,0.0,281152
0.0,0.0,1.0,1.0,0.0,282214
1.0,1.0,0.0,0.0,0.0,282773
1.0,1.0,0.0,0.0,0.0,282786
1.0,1.0,0.0,0.0,0.0,282797
1.0,1.0,0.0,0.0,0.0,284390
0.0,0.0,1.0,1.0,0.0,288484
0.0,0.0,1.0,1.0,0.0,290410
1.0,1.0,0.0,0.0,0.0,292300
0.0,0.0,1.0,1.0,0.0,292864
0.0,0.0,1.0,1.0,0.0,295675
0.0,0.0,1.0,1.0,0.0,297521
1.0,1.0,0.0,0.0,0.0,297594
1.0,1.0,0.0,0.0,0.0,298056
1.0,1.0,0.0,0.0,0.0,301773
1.0,1.0,0.0,0.0,0.0,301887
1.0,1.0,0.0,0.0,0.0,302167
0.0,0.0,1.0,1.0,0.0,303097
0.0,0.0,1.0,1.0,0.0,304904
1.0,1.0,0.0,0.0,0.0,305987
0.0,0.0,1.0,1.0,0.0,306041
1.0,1.0,0.0,0.0,0.0,306312
1.0,1.0,0.0,0.0,0.0,306502
1.0,1.0,0.0,0.0,0.0,306829
1.0,1.0,0.0,0.0,0.0,307587
0.0,0.0,1.0,1.0,0.0,308421
1.0,1.0,0.0,0.0,0.0,309511
1.0,1.0,0.0,0.0,0.0,311703
1.0,1.0,0.0,0.0,0.0,313876
1.0,1.0,0.0,0.0,0.0,315533
0.0,0.0,1.0,1.0,0.0,316327
1.0,1.0,0.0,0.0,0.0,316366
1.0,1.0,0.0,0.0,0.0,316462
0.0,0.0,1.0,1.0,0.0,316547
0.0,0.0,1.0,1.0,0.0,320028
1.0,1.0,0.0,0.0,0.0,320279
0.0,0.0,1.0,1.0,0.0,320305
1.0,1.0,0.0,0.0,0.0,321295
1.0,1.0,0.0,0.0,0.0,321308
1.0,1.0,0.0,0.0,0.0,321378
1.0,1.0,0.0,0.0,0.0,322463
1.0,1.0,0.0,0.0,0.0,322520
0.0,0.0,1.0,1.0,0.0,323243
0.0,0.0,1.0,1.0,0.0,323250
0.0,0.0,1.0,1.0,0.0,323255
0.0,0.0,1.0,1.0,0.0,323259
1.0,1.0,0.0,0.0,0.0,323260
0.0,0.0,1.0,1.0,0.0,323920
0.0,0.0,1.0,1.0,0.0,323951
0.0,0.0,1.0,1.0,0.0,325979
0.0,0.0,1.0,1.0,0.0,326566
1.0,1.0,0.0,0.0,0.0,326608
0.0,0.0,1.0,1.0,0.0,327442
0.0,0.0,1.0,1.0,0.0,327773
1.0,1.0,0.0,0.0,0.0,328255
0.0,0.0,1.0,1.0,0.0,329648
1.0,1.0,0.0,0.0,0.0,334133
1.0,1.0,0.0,0.0,0.0,335273
1.0,1.0,0.0,0.0,0.0,336482
1.0,1.0,0.0,0.0,0.0,341910
1.0,1.0,0.0,0.0,0.0,342637
0.0,0.0,1.0,1.0,0.0,343190
1.0,1.0,0.0,0.0,0.0,344856
0.0,0.0,1.0,1.0,0.0,344986
1.0,1.0,0.0,0.0,0.0,345373
0.0,0.0,1.0,1.0,0.0,346404
0.0,0.0,1.0,1.0,0.0,347762
1.0,1.0,0.0,0.0,0.0,348262
0.0,0.0,1.0,1.0,0.0,352998
1.0,1.0,0.0,0.0,0.0,354033
1.0,1.0,0.0,0.0,0.0,355227
1.0,1.0,0.0,0.0,0.0,355494
1.0,1.0,0.0,0.0,0.0,357984
0.0,0.0,1.0,1.0,0.0,358746
0.0,0.0,1.0,1.0,0.0,359917
1.0,1.0,0.0,0.0,0.0,361487
1.0,1.0,0.0,0.0,0.0,362701
1.0,1.0,0.0,0.0,0.0,362874
0.0,0.0,1.0,1.0,0.0,363413
1.0,1.0,0.0,0.0,0.0,363454
1.0,1.0,0.0,0.0,0.0,366094
1.0,1.0,0.0,0.0,0.0,367182
1.0,1.0,0.0,0.0,0.0,367634
1.0,1.0,0.0,0.0,0.0,370561
1.0,1.0,0.0,0.0,0.0,377304
0.0,0.0,1.0,1.0,0.0,380281
1.0,1.0,0.0,0.0,0.0,380384
0.0,0.0,1.0,1.0,0.0,382008
0.0,0.0,1.0,1.0,0.0,385059
1.0,1.0,0.0,0.0,0.0,387607
1.0,1.0,0.0,0.0,0.0,393598
0.0,0.0,1.0,1.0,0.0,395063
1.0,1.0,0.0,0.0,0.0,398011
1.0,1.0,0.0,0.0,0.0,398962
1.0,1.0,0.0,0.0,0.0,399312
1.0,1.0,0.0,0.0,0.0,400642
0.0,0.0,1.0,1.0,0.0,400832
1.0,1.0,0.0,0.0,0.0,400898
1.0,1.0,0.0,0.0,0.0,401242
1.0,1.0,0.0,0.0,0.0,404175
1.0,1.0,0.0,0.0,0.0,408756
0.0,0.0,1.0,1.0,0.0,409846
0.0,0.0,1.0,1.0,0.0,410020
1.0,1.0,0.0,0.0,0.0,412418
1.0,1.0,0.0,0.0,0.0,414277
1.0,1.0,0.0,0.0,0.0,415218
1.0,1.0,0.0,0.0,0.0,417143
0.0,0.0,1.0,1.0,0.0,420114
1.0,1.0,0.0,0.0,0.0,421236
1.0,1.0,0.0,0.0,0.0,425411
1.0,1.0,0.0,0.0,0.0,425487
1.0,1.0,0.0,0.0,0.0,427854
1.0,1.0,0.0,0.0,0.0,429677
0.0,0.0,1.0,1.0,0.0,431149
0.0,0.0,1.0,1.0,0.0,431343
0.0,0.0,1.0,1.0,0.0,431652
0.0,0.0,1.0,1.0,0.0,432460
1.0,1.0,0.0,0.0,0.0,432938
1.0,1.0,0.0,0.0,0.0,434209
0.0,0.0,1.0,1.0,0.0,436385
1.0,1.0,0.0,0.0,0.0,439089
0.0,0.0,1.0,1.0,0.0,439613
1.0,1.0,0.0,0.0,0.0,439631
1.0,1.0,0.0,0.0,0.0,446975
1.0,1.0,0.0,0.0,0.0,447524
1.0,1.0,0.0,0.0,0.0,450325
1.0,1.0,0.0,0.0,0.0,452164
1.0,1.0,0.0,0.0,0.0,456839
1.0,1.0,0.0,0.0,0.0,456902
1.0,1.0,0.0,0.0,0.0,458586
1.0,1.0,0.0,0.0,0.0,458608
1.0,1.0,0.0,0.0,0.0,458800
1.0,1.0,0.0,0.0,0.0,462459
0.0,0.0,1.0,1.0,0.0,464324
0.0,0.0,1.0,1.0,0.0,466983
0.0,0.0,1.0,1.0,0.0,469084
0.0,0.0,1.0,1.0,0.0,471495
1.0,1.0,0.0,0.0,0.0,473386
0.0,0.0,1.0,1.0,0.0,474830
1.0,1.0,0.0,0.0,0.0,476077
1.0,1.0,0.0,0.0,0.0,477515
0.0,0.0,1.0,1.0,0.0,477744
1.0,1.0,0.0,0.0,0.0,478015
0.0,0.0,1.0,1.0,0.0,480624
1.0,1.0,0.0,0.0,0.0,484506
1.0,1.0,0.0,0.0,0.0,485726
0.0,0.0,1.0,1.0,0.0,486192
0.0,0.0,1.0,1.0,0.0,487938
1.0,1.0,0.0,0.0,0.0,488161
1.0,1.0,0.0,0.0,0.0,491336
0.0,0.0,1.0,1.0,0.0,493072
1.0,1.0,0.0,0.0,0.0,493539
0.0,0.0,1.0,1.0,0.0,494492
1.0,1.0,0.0,0.0,0.0,495435
1.0,1.0,0.0,0.0,0.0,499342
1.0,1.0,0.0,0.0,0.0,499353
1.0,1.0,0.0,0.0,0.0,500641
1.0,1.0,0.0,0.0,0.0,501735
1.0,1.0,0.0,0.0,0.0,502598
1.0,1.0,0.0,0.0,0.0,506730
1.0,1.0,0.0,0.0,0.0,507671
1.0,1.0,0.0,0.0,0.0,507770
0.0,0.0,1.0,1.0,0.0,509432
1.0,1.0,0.0,0.0,0.0,510715
0.0,0.0,1.0,1.0,0.0,510987
1.0,1.0,0.0,0.0,0.0,511935
1.0,1.0,0.0,0.0,0.0,512476
1.0,1.0,0.0,0.0,0.0,514246
1.0,1.0,0.0,0.0,0.0,515145
0.0,0.0,1.0,1.0,0.0,517425
1.0,1.0,0.0,0.0,0.0,517990
1.0,1.0,0.0,0.0,0.0,519356
1.0,1.0,0.0,0.0,0.0,519671
1.0,1.0,0.0,0.0,0.0,520538
1.0,1.0,0.0,0.0,0.0,523052
1.0,1.0,0.0,0.0,0.0,525162
1.0,1.0,0.0,0.0,0.0,530315
0.0,0.0,1.0,1.0,0.0,530527
0.0,0.0,1.0,1.0,0.0,532687
0.0,0.0,1.0,1.0,0.0,533155
1.0,1.0,0.0,0.0,0.0,533523
1.0,1.0,0.0,0.0,0.0,533864
1.0,1.0,0.0,0.0,0.0,534415
1.0,1.0,0.0,0.0,0.0,534931
1.0,1.0,0.0,0.0,0.0,537442
1.0,1.0,0.0,0.0,0.0,538871
1.0,1.0,0.0,0.0,0.0,540705
1.0,1.0,0.0,0.0,0.0,541020
1.0,1.0,0.0,0.0,0.0,541288
1.0,1.0,0.0,0.0,0.0,541569
1.0,1.0,0.0,0.0,0.0,542316
0.0,0.0,1.0,1.0,0.0,542674
0.0,0.0,1.0,1.0,0.0,544553
1.0,1.0,0.0,0.0,0.0,545037
1.0,1.0,0.0,0.0,0.0,545065
1.0,1.0,0.0,0.0,0.0,550445
1.0,1.0,0.0,0.0,0.0,550621
1.0,1.0,0.0,0.0,0.0,550727
0.0,0.0,1.0,1.0,0.0,551644
1.0,1.0,0.0,0.0,0.0,552927
1.0,1.0,0.0,0.0,0.0,555352
1.0,1.0,0.0,0.0,0.0,556691
0.0,0.0,1.0,1.0,0.0,559210
1.0,1.0,0.0,0.0,0.0,559794
0.0,0.0,1.0,1.0,0.0,560578
1.0,1.0,0.0,0.0,0.0,563505
1.0,1.0,0.0,0.0,0.0,564821
1.0,1.0,0.0,0.0,0.0,565345
1.0,1.0,0.0,0.0,0.0,566841
0.0,0.0,1.0,1.0,0.0,568307
1.0,1.0,0.0,0.0,0.0,570055
0.0,0.0,1.0,1.0,0.0,570153
1.0,1.0,0.0,0.0,0.0,571074
0.0,0.0,1.0,1.0,0.0,571751
0.0,0.0,1.0,1.0,0.0,573171
0.0,0.0,1.0,1.0,0.0,573259
1.0,1.0,0.0,0.0,0.0,574657
0.0,0.0,1.0,1.0,0.0,577552
1.0,1.0,0.0,0.0,0.0,577689
1.0,1.0,0.0,0.0,0.0,578821
1.0,1.0,0.0,0.0,0.0,578927
1.0,1.0,0.0,0.0,0.0,580013
1.0,1.0,0.0,0.0,0.0,582053
1.0,1.0,0.0,0.0,0.0,582990
1.0,1.0,0.0,0.0,0.0,583916
0.0,0.0,1.0,1.0,0.0,584012
0.0,0.0,1.0,1.0,0.0,584757
1.0,1.0,0.0,0.0,0.0,585042
1.0,1.0,0.0,0.0,0.0,588011
0.0,0.0,1.0,1.0,0.0,588554
0.0,0.0,1.0,1.0,0.0,588556
1.0,1.0,0.0,0.0,0.0,589285
1.0,1.0,0.0,0.0,0.0,589293
1.0,1.0,0.0,0.0,0.0,590200
0.0,0.0,1.0,1.0,0.0,590948
1.0,1.0,0.0,0.0,0.0,592020
0.0,0.0,1.0,1.0,0.0,592059
1.0,1.0,0.0,0.0,0.0,593269
1.0,1.0,0.0,0.0,0.0,593920
1.0,1.0,0.0,0.0,0.0,594027
1.0,1.0,0.0,0.0,0.0,594032
1.0,1.0,0.0,0.0,0.0,594495
1.0,1.0,0.0,0.0,0.0,595231
0.0,0.0,1.0,1.0,0.0,597413
1.0,1.0,0.0,0.0,0.0,598335
1.0,1.0,0.0,0.0,0.0,598407
1.0,1.0,0.0,0.0,0.0,598982
0.0,0.0,1.0,1.0,0.0,603252
1.0,1.0,0.0,0.0,0.0,604068
0.0,0.0,1.0,1.0,0.0,604535
1.0,1.0,0.0,0.0,0.0,606926
0.0,0.0,1.0,1.0,0.0,609459
1.0,1.0,0.0,0.0,0.0,609824
1.0,1.0,0.0,0.0,0.0,610496
1.0,1.0,0.0,0.0,0.0,612197
1.0,1.0,0.0,0.0,0.0,613219
1.0,1.0,0.0,0.0,0.0,615018
1.0,1.0,0.0,0.0,0.0,617544
1.0,1.0,0.0,0.0,0.0,617861
1.0,1.0,0.0,0.0,0.0,617864
0.0,0.0,1.0,1.0,0.0,618049
1.0,1.0,0.0,0.0,0.0,618234
1.0,1.0,0.0,0.0,0.0,618397
0.0,0.0,1.0,1.0,0.0,623231
0.0,0.0,1.0,1.0,0.0,625013
0.0,0.0,1.0,1.0,0.0,626620
1.0,1.0,0.0,0.0,0.0,626779
1.0,1.0,0.0,0.0,0.0,626782
0.0,0.0,1.0,1.0,0.0,628686
0.0,0.0,1.0,1.0,0.0,628727
1.0,1.0,0.0,0.0,0.0,632824
0.0,0.0,1.0,1.0,0.0,633372
1.0,1.0,0.0,0.0,0.0,633531
0.0,0.0,1.0,1.0,0.0,633881
0.0,0.0,1.0,1.0,0.0,634825
1.0,1.0,0.0,0.0,0.0,636713
0.0,0.0,1.0,1.0,0.0,636902
1.0,1.0,0.0,0.0,0.0,638001
0.0,0.0,1.0,1.0,0.0,638017
0.0,0.0,1.0,1.0,0.0,638162
1.0,1.0,0.0,0.0,0.0,639988
1.0,1.0,0.0,0.0,0.0,641493
1.0,1.0,0.0,0.0,0.0,642955
1.0,1.0,0.0,0.0,0.0,643039
0.0,0.0,1.0,1.0,0.0,643058
1.0,1.0,0.0,0.0,0.0,644294
1.0,1.0,0.0,0.0,0.0,647944
0.0,0.0,1.0,1.0,0.0,650784
0.0,0.0,1.0,1.0,0.0,652366
